,geofips,geoname,timeperiod,employment,nominal_GDP,GDP,gdp_gr,emp_gr
1155,22000,Louisiana,1997,2289998.0,116313202688,200862908416.0,,
1156,22000,Louisiana,1998,2336386.0,120198103040,207611592704.0,3.3598459472781617,2.025678625046834
1157,22000,Louisiana,1999,2352801.0,125807296512,211952500736.0,2.0908794039208534,0.7025808235454178
1158,22000,Louisiana,2000,2388668.0,132640800768,205722599424.0,-2.939291251750664,1.524438318412824
1159,22000,Louisiana,2001,2397993.0,137901195264,208617799680.0,1.4073321375999592,0.39038493419762954
1160,22000,Louisiana,2002,2399216.0,139800903680,213079408640.0,2.1386521029575167,0.051000982905291536
1161,22000,Louisiana,2003,2418747.0,155092402176,221774413824.0,4.080640752429665,0.8140575921467663
1162,22000,Louisiana,2004,2434481.0,171006099456,232712798208.0,4.932212059719698,0.6505020988139654
1163,22000,Louisiana,2005,2397386.0,199594704896,247773200384.0,6.471669066751939,-1.5237333953314947
1164,22000,Louisiana,2006,2413797.0,207773794304,245500198912.0,-0.9173718015012433,0.6845372418125439
1165,22000,Louisiana,2007,2501135.0,203040997376,230367707136.0,-6.163942776039977,3.618282730486455
1166,22000,Louisiana,2008,2550836.0,212392411136,232150695936.0,0.7739751470232648,1.987137839420905
1167,22000,Louisiana,2009,2529953.0,204906905600,236410994688.0,1.8351436487506811,-0.8186727802179328
1168,22000,Louisiana,2010,2536560.0,225308901376,246836199424.0,4.409779989191498,0.26115109648281454
1169,22000,Louisiana,2011,2564944.0,229944999936,234975707136.0,-4.805005228437653,1.1189958053426707
1170,22000,Louisiana,2012,2601174.0,235384700928,235384700928.0,0.17405790453193237,1.4125064718761848
1171,22000,Louisiana,2013,2641657.0,230832504832,228452794368.0,-2.944926553285354,1.5563357161035851
1172,22000,Louisiana,2014,2684755.0,240737304576,235355095040.0,3.0213246859574605,1.6314760016156615
1173,22000,Louisiana,2015,2696590.0,235113496576,233016000512.0,-0.9938576123038501,0.4408223469180683
1174,22000,Louisiana,2016,2691382.0,227090710528,228428496896.0,-1.9687504746111806,-0.1931328084729178
1175,22000,Louisiana,2017,2692658.0,241704206336,233774399488.0,2.3402958320186684,0.047410586828622314
1176,22000,Louisiana,2018,2725149.0,255810289664,236265586688.0,1.0656373005153874,1.2066515688215818
1177,22000,Louisiana,2019,2717896.0,254561992704,235947589632.0,-0.134593048635534,-0.2661505847937118
1178,22000,Louisiana,2020,2593066.0,235437408256,222296801280.0,-5.785517187647771,-4.592890971545637
1179,22000,Louisiana,2021,2639156.0,255306596352,227734601728.0,2.4461892463988555,1.77743258366736
